thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
120,0,120,[np.float64(0.26416666666666666)],[np.float64(0.10416666666666667)],[1],[0],[0],[0.9843833000049926],['Target'],120,0,120,0,168.0729782999988,,5,168.06329130000086,168.0729782999988,168.0729782999988,0.014296299996203743,169.04802020000352,[np.float64(0.26416666666666666)],[np.float64(0.10416666666666667)],[1],[0],[0],[0.9843833000049926],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
121,0,121,[np.float64(-0.43166666666666664)],[np.float64(-0.11416666666666667)],[1],[0],[0],[1.0217324000113877],['Target'],121,0,121,0,169.07146370000555,,5,169.06212770000275,169.07146370000555,169.07146370000555,0.013908099994296208,170.08405940000375,[np.float64(-0.43166666666666664)],[np.float64(-0.11416666666666667)],[1],[0],[0],[1.0217324000113877],['Target'],170.08120879999478,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
122,0,122,[np.float64(-0.125)],[np.float64(-0.105)],[1],[0],[0],[1.0539862000005087],['Target'],122,0,122,0,170.1086009999999,,5,170.09833290000097,170.1086009999999,170.1086009999999,0.014107299997704104,171.15253979999397,[np.float64(-0.125)],[np.float64(-0.105)],[1],[0],[0],[1.0539862000005087],['Target'],171.11537220000173,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
123,0,123,[np.float64(0.45416666666666666)],[np.float64(0.19)],[1],[0],[0],[1.242729400008102],['Target'],123,0,123,0,171.1895760000043,,10,171.17676659999415,171.1895760000043,171.1895760000043,0.024098800000501797,172.41971600000397,[np.float64(0.45416666666666666)],[np.float64(0.19)],[1],[0],[0],[1.242729400008102],['Target'],172.20007429999532,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
124,0,124,[np.float64(0.4533333333333333)],[np.float64(0.085)],[1],[0],[0],[0.6864020000066375],['Target'],124,0,124,0,172.46292429999448,,10,172.44892890000483,172.46292429999448,172.46292429999448,0.02904179999313783,173.13559580000583,[np.float64(0.4533333333333333)],[np.float64(0.085)],[1],[0],[0],[0.6864020000066375],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
125,0,125,[np.float64(0.015833333333333335)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.7738202000036836],['Target'],125,0,125,0,173.1577299000055,,5,173.14898129999347,173.1577299000055,173.1577299000055,0.013162999995984137,174.9229922999948,[np.float64(0.015833333333333335)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.7738202000036836],['Target'],174.16854309999326,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
126,0,126,[np.float64(-0.4608333333333333)],[np.float64(0.10583333333333333)],[1],[0],[0],[1.0835445999982767],['Target'],126,0,126,0,174.94886340000085,,5,174.93866149999667,174.94886340000085,174.94886340000085,0.015503000002354383,176.02247470000293,[np.float64(-0.4608333333333333)],[np.float64(0.10583333333333333)],[1],[0],[0],[1.0835445999982767],['Target'],175.95428489999904,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
127,0,127,[np.float64(-0.24916666666666668)],[np.float64(0.024166666666666666)],[1],[0],[0],[0.9109173999895575],['Target'],127,0,127,0,176.06122529999993,,10,176.04729919999954,176.06122529999993,176.06122529999993,0.024631899999803863,176.95842070000072,[np.float64(-0.24916666666666668)],[np.float64(0.024166666666666666)],[1],[0],[0],[0.9109173999895575],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
128,0,128,[np.float64(-0.5033333333333333)],[np.float64(-0.44666666666666666)],[1],[0],[0],[0.90193019999424],['Target'],128,0,128,0,176.98251329999766,,5,176.9726742000057,176.98251329999766,176.98251329999766,0.014094300000579096,177.87487600000168,[np.float64(-0.5033333333333333)],[np.float64(-0.44666666666666666)],[1],[0],[0],[0.90193019999424],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
129,0,129,[np.float64(0.4241666666666667)],[np.float64(-0.05)],[1],[0],[0],[1.3204838999954518],['Target'],129,0,129,0,177.89928539999528,,5,177.8895412999991,177.89928539999528,177.89928539999528,0.014480199999525212,179.21024780000153,[np.float64(0.4241666666666667)],[np.float64(-0.05)],[1],[0],[0],[1.3204838999954518],['Target'],178.90746649999346,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
130,0,130,[np.float64(-0.3325)],[np.float64(0.2791666666666667)],[1],[0],[0],[1.290634000004502],['Target'],130,0,130,0,179.2501052000007,,10,179.23784040000464,179.2501052000007,179.2501052000007,0.027468499989481643,180.52875559999666,[np.float64(-0.3325)],[np.float64(0.2791666666666667)],[1],[0],[0],[1.290634000004502],['Target'],180.25893739999447,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
131,0,131,"[np.float64(0.295), np.float64(0.29583333333333334), np.float64(0.29833333333333334), np.float64(0.3025)]","[np.float64(0.475), np.float64(0.47), np.float64(0.4683333333333333), np.float64(0.46166666666666667)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.0861987999960547, 1.5199026000045706, 2.0206878000026336, 2.5375025999965146]","[None, None, None, 'Target']",131,0,131,0,180.55360539999674,,5,180.54333489999408,180.55360539999674,180.55360539999674,0.014420599996810779,183.08106179999595,"[np.float64(0.295), np.float64(0.29583333333333334), np.float64(0.29833333333333334), np.float64(0.3025)]","[np.float64(0.475), np.float64(0.47), np.float64(0.4683333333333333), np.float64(0.46166666666666667)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.0861987999960547, 1.5199026000045706, 2.0206878000026336, 2.5375025999965146]","[None, None, None, 'Target']",181.560304300001,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
132,0,132,"[np.float64(-0.21583333333333332), np.float64(-0.245)]","[np.float64(0.13083333333333333), np.float64(0.12916666666666668)]","[1, 1]","[0, 0]","[0, 0]","[1.008391199997277, 1.5568996999936644]","[None, 'Target']",132,0,132,0,183.12128710000252,,10,183.10914309999498,183.12128710000252,183.12128710000252,0.02787029999308288,184.66628029999265,"[np.float64(-0.21583333333333332), np.float64(-0.245)]","[np.float64(0.13083333333333333), np.float64(0.12916666666666668)]","[1, 1]","[0, 0]","[0, 0]","[1.008391199997277, 1.5568996999936644]","[None, 'Target']",184.1298448000016,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
133,0,133,[np.float64(-0.31333333333333335)],[np.float64(-0.10416666666666667)],[1],[0],[0],[0.9515334000025177],['Target'],133,0,133,0,184.69211540000106,,5,184.6827568000008,184.69211540000106,184.69211540000106,0.01623019999533426,185.63453880000452,[np.float64(-0.31333333333333335)],[np.float64(-0.10416666666666667)],[1],[0],[0],[0.9515334000025177],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
134,0,134,"[np.float64(-0.4658333333333333), np.float64(-0.46)]","[np.float64(-0.17416666666666666), np.float64(-0.17416666666666666)]","[1, 1]","[0, 0]","[0, 0]","[0.994727099998272, 1.4748486000025878]","[None, 'Target']",134,0,134,0,185.67417539999587,,10,185.6603391999961,185.67417539999587,185.67417539999587,0.025621099994168617,187.13538300000073,"[np.float64(-0.4658333333333333), np.float64(-0.46)]","[np.float64(-0.17416666666666666), np.float64(-0.17416666666666666)]","[1, 1]","[0, 0]","[0, 0]","[0.994727099998272, 1.4748486000025878]","[None, 'Target']",186.68299050000496,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
135,0,135,[np.float64(-0.4741666666666667)],[np.float64(0.30083333333333334)],[1],[0],[0],[0.9404162999999244],['Target'],135,0,135,0,187.1779722999927,,10,187.16380480000225,187.1779722999927,187.1779722999927,0.028227900009369478,188.10449599999993,[np.float64(-0.4741666666666667)],[np.float64(0.30083333333333334)],[1],[0],[0],[0.9404162999999244],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
136,0,136,[np.float64(0.05583333333333333)],[np.float64(0.23333333333333334)],[1],[0],[0],[0.941716000001179],['Target'],136,0,136,0,188.14288390000002,,10,188.13054650000413,188.14288390000002,188.14288390000002,0.02577339998970274,189.07246049999958,[np.float64(0.05583333333333333)],[np.float64(0.23333333333333334)],[1],[0],[0],[0.941716000001179],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
137,0,137,"[np.float64(0.1775), np.float64(0.19583333333333333)]","[np.float64(0.26166666666666666), np.float64(0.25583333333333336)]","[1, 1]","[0, 0]","[0, 0]","[0.9213232000038261, 1.5550578999973368]","[None, 'Target']",137,0,137,0,189.11432809999678,,10,189.10096440000052,189.11432809999678,189.11432809999678,0.028342599995085038,190.65624880000541,"[np.float64(0.1775), np.float64(0.19583333333333333)]","[np.float64(0.26166666666666666), np.float64(0.25583333333333336)]","[1, 1]","[0, 0]","[0, 0]","[0.9213232000038261, 1.5550578999973368]","[None, 'Target']",190.1194736000034,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
138,0,138,[np.float64(-0.2833333333333333)],[np.float64(0.25416666666666665)],[1],[0],[0],[1.037857699993765],['Target'],138,0,138,0,190.67971949999628,,5,190.66950930000166,190.67971949999628,190.67971949999628,0.013079299998935312,191.70759190000535,[np.float64(-0.2833333333333333)],[np.float64(0.25416666666666665)],[1],[0],[0],[1.037857699993765],['Target'],191.68818270000338,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
139,0,139,[np.float64(-0.23916666666666667)],[np.float64(-0.21333333333333335)],[1],[0],[0],[1.0237175000074785],['Target'],139,0,139,0,191.74730529999943,,10,191.73485660000006,191.74730529999943,191.74730529999943,0.02711029999773018,192.7587826999952,[np.float64(-0.23916666666666667)],[np.float64(-0.21333333333333335)],[1],[0],[0],[1.0237175000074785],['Target'],192.755854300005,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
140,0,140,[np.float64(-0.39916666666666667)],[np.float64(0.22333333333333333)],[1],[0],[0],[0.9075426000053994],['Target'],140,0,140,0,192.79889599999296,,10,192.78679569999804,192.79889599999296,192.79889599999296,0.027795900008641183,193.694562100005,[np.float64(-0.39916666666666667)],[np.float64(0.22333333333333333)],[1],[0],[0],[0.9075426000053994],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
141,0,141,[np.float64(0.07166666666666667)],[np.float64(-0.245)],[1],[0],[0],[1.2065134000004036],['Target'],141,0,141,0,193.73475619999226,,10,193.7220329999982,193.73475619999226,193.73475619999226,0.02724060000036843,194.9287589000014,[np.float64(0.07166666666666667)],[np.float64(-0.245)],[1],[0],[0],[1.2065134000004036],['Target'],194.74162109999452,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
142,0,142,[np.float64(-0.13916666666666666)],[np.float64(-0.1325)],[1],[0],[0],[0.8362383999919984],['Target'],142,0,142,0,194.95283070000005,,5,194.94320799999696,194.95283070000005,194.95283070000005,0.014216199997463264,195.77968189999228,[np.float64(-0.13916666666666666)],[np.float64(-0.1325)],[1],[0],[0],[0.8362383999919984],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
143,0,143,[np.float64(0.4533333333333333)],[np.float64(0.36083333333333334)],[1],[0],[0],[1.3694572000094922],['Target'],143,0,143,0,195.80503170000156,,5,195.79467940000177,195.80503170000156,195.80503170000156,0.014875900000333786,197.16437349999615,[np.float64(0.4533333333333333)],[np.float64(0.36083333333333334)],[1],[0],[0],[1.3694572000094922],['Target'],196.81042609999713,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
144,0,144,[np.float64(0.3641666666666667)],[np.float64(-0.3491666666666667)],[1],[0],[0],[1.2199433000059798],['Target'],144,0,144,0,197.1892943999992,,5,197.1792287999997,197.1892943999992,197.1892943999992,0.014688999988720752,198.3994265999936,[np.float64(0.3641666666666667)],[np.float64(-0.3491666666666667)],[1],[0],[0],[1.2199433000059798],['Target'],198.19618070000433,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
145,0,145,[np.float64(0.2175)],[np.float64(0.0325)],[1],[0],[0],[1.034547899995232],['Target'],145,0,145,0,198.42508030000317,,5,198.41466500000388,198.42508030000317,198.42508030000317,0.015072800000780262,199.44944009999745,[np.float64(0.2175)],[np.float64(0.0325)],[1],[0],[0],[1.034547899995232],['Target'],199.4299142999953,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
146,0,146,"[np.float64(-0.3016666666666667), np.float64(-0.2925)]","[np.float64(-0.48083333333333333), np.float64(-0.475)]","[1, 1]","[0, 0]","[0, 0]","[1.7584330999961821, 2.2566928999876836]","[None, 'Target']",146,0,146,0,199.49041299999226,,10,199.4761462000024,199.49041299999226,199.49041299999226,0.026572599992505275,201.7330815000023,"[np.float64(-0.3016666666666667), np.float64(-0.2925)]","[np.float64(-0.48083333333333333), np.float64(-0.475)]","[1, 1]","[0, 0]","[0, 0]","[1.7584330999961821, 2.2566928999876836]","[None, 'Target']",200.4978437999962,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
147,0,147,[np.float64(0.0375)],[np.float64(0.27416666666666667)],[1],[0],[0],[1.2085421999945538],['Target'],147,0,147,0,201.75476179999532,,5,201.7470684,201.75476179999532,201.75476179999532,0.013747299992246553,202.95582950000244,[np.float64(0.0375)],[np.float64(0.27416666666666667)],[1],[0],[0],[1.2085421999945538],['Target'],202.76689800000167,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
148,0,148,[np.float64(0.135)],[np.float64(-0.43166666666666664)],[1],[0],[0],[2.370466000007582],['Target'],148,0,148,0,202.9971888,,10,202.98446019999392,202.9971888,202.9971888,0.028464000002713874,205.35521239999798,[np.float64(0.135)],[np.float64(-0.43166666666666664)],[1],[0],[0],[2.370466000007582],['Target'],204.00166159999208,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
149,0,149,[np.float64(0.4841666666666667)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.1190909999859286],['Target'],149,0,149,0,205.40250579999702,,10,205.39010429999325,205.40250579999702,205.40250579999702,0.03462230000877753,206.50944890000392,[np.float64(0.4841666666666667)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.1190909999859286],['Target'],206.40431969999918,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
150,0,150,[np.float64(-0.31666666666666665)],[np.float64(-0.049166666666666664)],[1],[0],[0],[1.2847408000088762],['Target'],150,0,150,0,206.53384030000598,,5,206.5244539999985,206.53384030000598,206.53384030000598,0.014745499996934086,207.8094323999976,[np.float64(-0.31666666666666665)],[np.float64(-0.049166666666666664)],[1],[0],[0],[1.2847408000088762],['Target'],207.53871989999607,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
151,0,151,[np.float64(0.19083333333333333)],[np.float64(0.03833333333333333)],[1],[0],[0],[1.1546517999959178],['Target'],151,0,151,0,207.85285500000464,,10,207.83848500000022,207.85285500000464,207.85285500000464,0.028882700004032813,208.993381399996,[np.float64(0.19083333333333333)],[np.float64(0.03833333333333333)],[1],[0],[0],[1.1546517999959178],['Target'],208.85705390000658,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
152,0,152,[np.float64(0.23083333333333333)],[np.float64(0.2)],[1],[0],[0],[1.1198498999874573],['Target'],152,0,152,0,209.01739569999336,,5,209.00790830000187,209.01739569999336,209.01739569999336,0.01430419999815058,210.127968899993,[np.float64(0.23083333333333333)],[np.float64(0.2)],[1],[0],[0],[1.1198498999874573],['Target'],210.02503659999638,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
153,0,153,[np.float64(-0.15416666666666667)],[np.float64(-0.38)],[1],[0],[0],[1.1868012999912025],['Target'],153,0,153,0,210.15237820000038,,5,210.14260459999787,210.15237820000038,210.15237820000038,0.014455500000622123,211.32961899999646,[np.float64(-0.15416666666666667)],[np.float64(-0.38)],[1],[0],[0],[1.1868012999912025],['Target'],211.15955450000183,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
154,0,154,[np.float64(-0.3441666666666667)],[np.float64(-0.10666666666666667)],[1],[0],[0],[1.7026137999928324],['Target'],154,0,154,0,211.3555056000041,,5,211.3451805999939,211.3555056000041,211.3555056000041,0.015397199997096322,213.0480416000064,[np.float64(-0.3441666666666667)],[np.float64(-0.10666666666666667)],[1],[0],[0],[1.7026137999928324],['Target'],212.36261250000098,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
155,0,155,[np.float64(-0.3233333333333333)],[np.float64(0.4225)],[1],[0],[0],[0.970147400003043],['Target'],155,0,155,0,213.073839100005,,5,213.06355180000537,213.073839100005,213.073839100005,0.015345299994805828,214.0339316000027,[np.float64(-0.3233333333333333)],[np.float64(0.4225)],[1],[0],[0],[0.970147400003043],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
156,0,156,"[np.float64(-0.35583333333333333), np.float64(-0.3591666666666667)]","[np.float64(-0.18666666666666668), np.float64(-0.18583333333333332)]","[1, 1]","[0, 0]","[0, 0]","[1.08764300000621, 1.570482399998582]","[None, 'Target']",156,0,156,0,214.07626750000054,,10,214.06312979999348,214.07626750000054,214.07626750000054,0.02903140000125859,215.6338642000046,"[np.float64(-0.35583333333333333), np.float64(-0.3591666666666667)]","[np.float64(-0.18666666666666668), np.float64(-0.18583333333333332)]","[1, 1]","[0, 0]","[0, 0]","[1.08764300000621, 1.570482399998582]","[None, 'Target']",215.0801552000048,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
157,0,157,[np.float64(0.0725)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.0374752999923658],['Target'],157,0,157,0,215.67707649999647,,10,215.66552460000094,215.67707649999647,215.67707649999647,0.03138159999798518,216.70319780000136,[np.float64(0.0725)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.0374752999923658],['Target'],216.68281600000046,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
158,0,158,[np.float64(-0.12666666666666668)],[np.float64(-0.0275)],[1],[0],[0],[1.3261600000114413],['Target'],158,0,158,0,216.7398422999977,,10,216.72707949999312,216.7398422999977,216.7398422999977,0.023711600006208755,218.0534556000057,[np.float64(-0.12666666666666668)],[np.float64(-0.0275)],[1],[0],[0],[1.3261600000114413],['Target'],217.75004729999637,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
159,0,159,"[np.float64(0.125), np.float64(0.14)]","[np.float64(0.315), np.float64(0.30666666666666664)]","[1, 1]","[0, 0]","[0, 0]","[1.184564600000158, 1.7364823999960208]","[None, 'Target']",159,0,159,0,218.07888279999315,,5,218.06903030000103,218.07888279999315,218.07888279999315,0.015170800004852936,219.8057584000053,"[np.float64(0.125), np.float64(0.14)]","[np.float64(0.315), np.float64(0.30666666666666664)]","[1, 1]","[0, 0]","[0, 0]","[1.184564600000158, 1.7364823999960208]","[None, 'Target']",219.08463019999908,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
160,0,160,[np.float64(0.3975)],[np.float64(0.3466666666666667)],[1],[0],[0],[1.1386742999893613],['Target'],160,0,160,0,219.84702980000293,,10,219.83414320000156,219.84702980000293,219.84702980000293,0.028149799996754155,220.97306069999468,[np.float64(0.3975)],[np.float64(0.3466666666666667)],[1],[0],[0],[1.1386742999893613],['Target'],220.85337060000165,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
161,0,161,[np.float64(-0.35833333333333334)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.139490699992166],['Target'],161,0,161,0,221.01235279999673,,10,220.99971760000335,221.01235279999673,221.01235279999673,0.026453700003912672,222.1394425000035,[np.float64(-0.35833333333333334)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.139490699992166],['Target'],222.02161019999767,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
162,0,162,[np.float64(-0.4216666666666667)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.040849100012565],['Target'],162,0,162,0,222.16002909999224,,5,222.15160149999429,222.16002909999224,222.16002909999224,0.012015300002531148,223.19266939999943,[np.float64(-0.4216666666666667)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.040849100012565],['Target'],223.17261500000313,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
163,0,163,[np.float64(0.405)],[np.float64(0.205)],[1],[0],[0],[1.103208899992751],['Target'],163,0,163,0,223.21627560000343,,5,223.20696729999327,223.21627560000343,223.21627560000343,0.01415459999407176,224.31040410000423,[np.float64(0.405)],[np.float64(0.205)],[1],[0],[0],[1.103208899992751],['Target'],224.22346720000496,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
164,0,164,"[np.float64(-0.4625), np.float64(-0.4683333333333333)]","[np.float64(-0.24416666666666667), np.float64(-0.24666666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.0537825000064913, 1.603577600006247]","[None, 'Target']",164,0,164,0,224.33415579999564,,5,224.32456749999255,224.33415579999564,224.33415579999564,0.013953300003777258,225.9283679999935,"[np.float64(-0.4625), np.float64(-0.4683333333333333)]","[np.float64(-0.24416666666666667), np.float64(-0.24666666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.0537825000064913, 1.603577600006247]","[None, 'Target']",225.3418101999996,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
165,0,165,[np.float64(-0.0575)],[np.float64(0.0475)],[1],[0],[0],[1.0841149000043515],['Target'],165,0,165,0,225.95619139999326,,5,225.9460068000044,225.95619139999326,225.95619139999326,0.01742540000122972,227.03036400000565,[np.float64(-0.0575)],[np.float64(0.0475)],[1],[0],[0],[1.0841149000043515],['Target'],226.95974570000544,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
166,0,166,[np.float64(-0.23083333333333333)],[np.float64(0.36)],[1],[0],[0],[7.424011300012353],['Target'],166,0,166,0,227.05658780000522,,5,227.04693329999282,227.05658780000522,227.05658780000522,0.01639710000017658,234.47115979999944,[np.float64(-0.23083333333333333)],[np.float64(0.36)],[1],[0],[0],[7.424011300012353],['Target'],228.06127299999935,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
167,0,167,[np.float64(0.24666666666666667)],[np.float64(0.0325)],[1],[0],[0],[1.1697019999992335],['Target'],167,0,167,0,234.49671750000562,,5,234.48659669999324,234.49671750000562,234.49671750000562,0.015267800001311116,235.65655509999488,[np.float64(0.24666666666666667)],[np.float64(0.0325)],[1],[0],[0],[1.1697019999992335],['Target'],235.50301479999325,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
168,0,168,"[np.float64(-0.38916666666666666), np.float64(-0.38916666666666666), np.float64(-0.3875)]","[np.float64(-0.3333333333333333), np.float64(-0.3333333333333333), np.float64(-0.36583333333333334)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3406017000088468, 1.9246359000098892, 2.6910893000022043]","[None, None, 'Target']",168,0,168,0,235.69632639999327,,10,235.68397159999586,235.69632639999327,235.69632639999327,0.027239700008067302,238.37528900000325,"[np.float64(-0.38916666666666666), np.float64(-0.38916666666666666), np.float64(-0.3875)]","[np.float64(-0.3333333333333333), np.float64(-0.3333333333333333), np.float64(-0.36583333333333334)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3406017000088468, 1.9246359000098892, 2.6910893000022043]","[None, None, 'Target']",236.70456800000102,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
169,0,169,[np.float64(0.2975)],[np.float64(-0.22333333333333333)],[1],[0],[0],[1.2722974000062095],['Target'],169,0,169,0,238.41718570000376,,10,238.40435310000612,238.41718570000376,238.41718570000376,0.02876539999851957,239.67689010000322,[np.float64(0.2975)],[np.float64(-0.22333333333333333)],[1],[0],[0],[1.2722974000062095],['Target'],239.4240021000005,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
